FAMILIA,RESISTENCIA,TRAT.SUPERFICIAL,DIA,MES,ANO,PECA_EMPENADA/TORTA,MISTURA,OXIDACAO,TRAT.SUPERFICIAL.1,TRINCA,SEM_PROJECAO,SEM_SERRILHA,CABECA_DIMENSIONAL_MAIOR_QUE_ESPEC,CABECA_DIMENSIONAL_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CABECA,REBARBA_CABECA,SEM_CHANFRO,CHANFRO_COMPRIMENTO_MAIOR_QUE_ESPEC,CHANFRO_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CHANFRO,REBARBA_CHANFRO,CHAVE_ARREDONDADA,EXCESSO_TRATAMENTO_SUPERFICIAL_CHAVE,CHAVE_DIMENSIONAL_MAIOR_QUE_ESPEC,CHAVE_DIMENSIONAL_MENOR_ESPEC,DEFORMACAO_(BATIDA)_CHAVE,REBARBA_CHAVE,FLANGE_DIAMETRO_MAIOR_ESPEC,FLANGE_DIAMETRO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_FLANGE,FALTA_MATERIAL_FLANGE,REBARBA_FLANGE,DEFORMACAO_(BATIDA)_CORPO,FALTA_MATERIAL_CORPO,SEM_PONTA,PONTA_COMPRIMENTO_MAIOR_QUE_ESPEC,PONTA_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_PONTA,REBARBA_PONTA,SEM_RECARTILHO,RECARTILHO_CURTO,RECARTILHO_COMPRIDO,DEFORMACAO_(BATIDA)_RECARTILHO,EXCESSO_TRATAMENTO_SUPERFICIAL_ROSCA,SEM_ROSCA,FALTA_DE_FILETES_DE_ROSCA,SOBRA_DE_FILETES_DE_ROSCA,ROSCA_SOBRE_O_CORPO,ROSCA_INCLINADA,DEFORMACAO_(BATIDA)_ROSCA,OBSTRUIDA/FECHADA,FALTA_DE_MATERIAL(ARRUELA),ARRUELA_MAIOR_QUE_A_ESPECIFICACAO,ARRUELA_MENOR_QUE_A_ESPECIFICACAO,SEM_ARRUELA,QTD._MENOR_QUE_O_ESPECIFICADO,QTD._MAIOR_QUE_O_ESPECIFICADO,ARRUELA_TROCADA,ARRUELA_DEFORMADA/BATIDA,TOTAL_DEFEITOS,USINA,QTD_SELECIONADA,MAQUINA,BITOLA,COMPRIMENTO,FAMILIA_ROT,RESISTENCIA_ROT,TRAT_SUPERFICIAL_ROT,USINA_ROT,MATERIA_PRIMA,MATERIA_PRIMA_ROT,MAQUINA_ROT,LOTE_COM_PROBLEMA,TIPO_DEFEITO
PARAF FLANG,8.8,GEOMET,8,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,17700,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B33,7,6,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,8,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8040,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF SEXT,10.9,ZB CR3,8,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,1160,CELULA02 CH4A,10.0,70.0,15,2,9,3,1030,5,12,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,8,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3500,CELULA29 SP37,11.11,20.0,7,10,8,2,10B33,7,38,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,8,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8470,CELULA32 SP37CR,10.0,65.0,7,2,4,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,1960,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8530,CELULA32 SP37CR,10.0,65.0,7,2,4,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,18750,CELULA 51 SP360L,8.0,65.0,7,2,4,1,PL30,18,8,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,16500,CELULA29 SP37,11.11,20.0,7,10,8,2,10B33,7,38,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,7467,CELULA 51 SP360L,8.0,70.0,7,10,5,1,PL30,18,8,0,SEM_DEFEITO
PARAF SEXT,10.9,ZB CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,1999,CELULA02 CH4A,10.0,70.0,15,2,9,3,1030,5,12,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10000,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15000,CELULA32 SP37CR,10.0,65.0,7,2,4,3,5137,10,41,0,SEM_DEFEITO
PORCA FLANG TRAV MEC,C0,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,32208,CP-04 BFNF14B,8.0,0.0,19,12,5,2,10B21,6,55,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,31800,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B33,7,6,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10206,CELULA35 SP27,8.0,30.0,7,2,5,2,10B33,7,43,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,18000,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B21,6,6,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,19800,CELULA29 SP37,11.11,20.0,7,10,8,2,10B33,7,38,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2150,CELULA32 SP37CR,10.0,65.0,7,2,4,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3250,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B33,7,6,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DUFERCO,10003,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,1,TRAT.SUPERFICIAL.1
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,14932,CELULA 54 SP38,10.0,70.0,7,10,8,2,10B33,7,10,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,9827,CELULA 51 SP360L,8.0,55.0,7,10,5,1,PL30,18,8,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,9,1,2025,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,BELGO,15404,CELULA 51 SP360L,8.0,65.0,7,2,4,1,PL30,18,8,1,MISTURA
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10000,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15685,CELULA32 SP37CR,10.0,65.0,7,2,4,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,27331,CELULA50 SP18,6.0,18.0,7,10,5,1,PL22,17,50,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,4860,CELULA 51 SP360L,8.0,20.0,7,10,5,1,PL30,18,8,0,SEM_DEFEITO
PARAF 6 LOBE INT,4.8,ZNNI PRETO,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,14935,CELULA38 HBF-408,6.0,25.0,2,6,11,1,PL30,18,45,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,4934,CELULA 51 SP360L,8.0,60.0,7,10,5,1,PL30,18,8,0,SEM_DEFEITO
REBITE,5.8,ZNNI PRETO,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,3500,CELULA13 CH4KM.A,13.0,38.0,24,8,11,1,PC15,15,22,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,29760,CELULA29 SP37,11.11,20.0,7,10,8,2,10B33,7,38,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZINC CLEAR,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,6820,CELULA13 CH4KM.A,10.0,40.0,12,10,10,2,10B33,7,22,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,73880,CELULA50 SP18,6.0,18.0,7,10,5,3,1022,4,50,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3000,CELULA26 SP27,8.0,28.0,2,2,5,2,10B33,7,35,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,25500,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B21,6,6,0,SEM_DEFEITO
PARAF 6 LOBE INT,8.8,GEOMET,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,22930,CELULA38 HBF-408,6.0,25.0,2,10,5,1,PL30,18,45,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,13333,CELULA 42 SP38,8.0,71.0,2,2,12,3,1030,5,3,0,SEM_DEFEITO
PARAF ALLEN,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,1893,CELULA27 BF13B3S,6.0,22.0,3,10,8,1,PL30,18,36,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,9,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10000,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,4991,CELULA39 SP38EL,12.0,55.0,7,10,5,2,10B33,7,46,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8992,CELULA29 SP37,11.11,20.0,7,10,8,2,10B33,7,38,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,5343,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B21,6,6,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10000,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF SEXT,8.8,ZINC CLEAR,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5010,CELULA32 SP37CR,10.0,60.0,15,10,10,3,5137,10,41,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,13687,CELULA26 SP27,8.0,28.0,2,2,5,2,10B33,7,35,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,26222,CELULA50 SP18,6.0,18.0,7,10,5,3,1022,4,50,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,4998,CELULA35 SP27,8.0,25.0,7,10,8,2,10B33,7,43,0,SEM_DEFEITO
REBITE,5.8,ZNNI PRETO,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,14500,CELULA13 CH4KM.A,13.0,38.0,24,8,11,1,PC15,15,22,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,10331,CELULA34 HBF425S,6.0,16.0,7,10,5,1,PL30,18,42,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10000,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,7750,CELULA50 SP18,6.0,16.0,7,10,11,2,10B33,7,50,0,SEM_DEFEITO
REBITE,5.8,ZNNI PRETO,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,2300,CELULA13 CH4KM.A,13.0,38.0,24,8,11,1,PC15,15,22,0,SEM_DEFEITO
PARAF FLANG,12.9,FOSF,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8700,CELULA32 SP37CR,10.0,80.0,7,4,4,3,5137,10,41,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,7400,CELULA26 SP27,8.0,28.0,2,2,5,2,10B33,7,35,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16000,CELULA 42 SP38,8.0,71.0,2,2,12,3,1030,5,3,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,16000,CELULA 45 SP28,6.0,30.0,7,10,5,2,10B21,6,6,0,SEM_DEFEITO
PARAF ALLEN,8.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,4000,CELULA27 BF13B3S,6.0,16.0,3,10,8,1,PL30,18,36,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4397,CELULA 42 SP38,8.0,45.0,7,2,5,3,5137,10,3,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8812,CELULA39 SP38EL,12.0,75.0,7,10,8,2,10B33,7,46,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,GEOMET,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,5100,CELULA26 SP27,8.0,28.0,2,2,5,2,10B33,7,35,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI TRANSP,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5378,CELULA 42 SP38,8.0,71.0,2,2,12,3,1030,5,3,0,SEM_DEFEITO
PARAF ALLEN,8.8,ZA CR3,10,1,2025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BELGO,5783,CELULA27 BF13B3S,6.0,16.0,3,10,8,1,PL30,18,36,1,MISTURA
PARAF RECART,5.8,ZA CR3,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16555,CELULA 51 SP360L,8.0,111.0,14,8,8,3,1015,3,8,0,SEM_DEFEITO
PARAF 6 LOBE INT,10.9,ZNNI PRETO,10,1,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10220,CELULA26 SP27,8.0,28.0,2,2,11,2,10B33,7,35,0,SEM_DEFEITO
